4,2,-0,-3,-5,-7,-10,-12,-14,-16,-19,-21,-23,-25,-27,-29,-31,-33,-35,-37,-39,-42,-44,-46,-48,-50,-52,-54,-57,-59,-61,-63,-66,-68,-71,-73,-76,-78,-81,-84,-87,-90,-93,-96,-99,-102,-106,-109,-113,-117,-121,-126,-131,-136,-141,-148,-154,-162,-170,-180,-192,-207,-228,-262
2,3,3,1,-0,-2,-3,-5,-6,-8,-10,-11,-13,-15,-16,-18,-20,-21,-23,-25,-27,-28,-30,-32,-34,-35,-37,-39,-41,-43,-45,-47,-49,-51,-53,-55,-58,-60,-62,-65,-67,-70,-72,-75,-78,-81,-84,-88,-91,-95,-98,-102,-107,-111,-117,-122,-128,-135,-143,-152,-163,-177,-196,-228
-0,3,3,3,2,1,-0,-1,-3,-4,-5,-7,-8,-9,-11,-12,-14,-15,-17,-18,-20,-21,-23,-24,-26,-27,-29,-31,-32,-34,-36,-38,-40,-41,-43,-45,-47,-49,-52,-54,-56,-58,-61,-63,-66,-69,-72,-75,-78,-81,-85,-89,-93,-97,-102,-107,-113,-119,-127,-135,-145,-159,-177,-207
-3,1,3,3,3,2,1,0,-1,-2,-3,-4,-5,-6,-7,-8,-10,-11,-12,-14,-15,-16,-18,-19,-20,-22,-23,-25,-26,-28,-30,-31,-33,-35,-36,-38,-40,-42,-44,-46,-48,-50,-53,-55,-58,-60,-63,-66,-69,-72,-75,-79,-83,-87,-91,-96,-102,-108,-115,-123,-133,-145,-163,-192
-5,-0,2,3,3,2,2,1,1,-0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-13,-14,-15,-16,-18,-19,-21,-22,-23,-25,-26,-28,-30,-31,-33,-35,-36,-38,-40,-42,-44,-46,-49,-51,-53,-56,-59,-62,-65,-68,-71,-75,-79,-83,-88,-93,-99,-106,-113,-123,-135,-152,-180
-7,-2,1,2,2,3,2,2,2,1,0,-0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-15,-16,-17,-18,-20,-21,-23,-24,-25,-27,-29,-30,-32,-34,-36,-37,-39,-41,-44,-46,-48,-50,-53,-56,-59,-62,-65,-68,-72,-76,-81,-86,-91,-98,-106,-115,-127,-143,-170
-10,-3,-0,1,2,2,2,2,2,2,1,1,-0,-1,-2,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-16,-17,-18,-19,-21,-22,-24,-25,-27,-28,-30,-32,-33,-35,-37,-39,-41,-43,-46,-48,-51,-54,-56,-60,-63,-67,-71,-75,-80,-85,-91,-99,-108,-119,-135,-162
-12,-5,-1,0,1,2,2,2,2,2,2,1,1,0,-0,-1,-2,-3,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-17,-18,-19,-21,-22,-24,-25,-27,-28,-30,-32,-34,-35,-37,-40,-42,-44,-47,-49,-52,-55,-58,-62,-66,-70,-74,-80,-86,-93,-102,-113,-128,-154
-14,-6,-3,-1,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-2,-2,-3,-4,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-16,-17,-18,-19,-21,-22,-24,-25,-27,-29,-30,-32,-34,-36,-38,-40,-43,-45,-48,-51,-54,-57,-61,-65,-70,-75,-81,-88,-96,-107,-122,-148
-16,-8,-4,-2,-0,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-1,-2,-3,-3,-4,-5,-6,-7,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-20,-21,-23,-24,-26,-28,-29,-31,-33,-35,-37,-40,-42,-45,-47,-50,-54,-57,-61,-66,-71,-76,-83,-91,-102,-117,-141
-19,-10,-5,-3,-1,0,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-18,-19,-20,-22,-23,-25,-27,-28,-30,-32,-34,-37,-39,-41,-44,-47,-50,-54,-57,-62,-67,-72,-79,-87,-97,-111,-136
