4,3,1,0,-0,-1,-2,-3,-4,-5,-5,-6,-7,-7,-8,-9,-10,-10,-11,-12,-12,-13,-14,-14,-15,-16,-17,-17,-18,-19,-19,-20,-21,-22,-23,-23,-24,-25,-26,-27,-28,-29,-30,-31,-32,-33,-34,-35,-36,-38,-39,-41,-42,-44,-46,-48,-50,-52,-55,-58,-62,-67,-74,-85
3,3,3,2,1,1,0,-0,-1,-2,-2,-3,-3,-4,-4,-5,-6,-6,-7,-7,-8,-8,-9,-10,-10,-11,-11,-12,-13,-13,-14,-15,-15,-16,-17,-17,-18,-19,-20,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,-30,-31,-33,-34,-36,-37,-39,-41,-43,-46,-49,-53,-57,-64,-74
1,3,3,2,2,2,1,1,0,-0,-1,-1,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-8,-8,-9,-9,-10,-10,-11,-11,-12,-13,-13,-14,-15,-15,-16,-17,-18,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,-31,-32,-34,-36,-38,-40,-43,-47,-51,-57,-67
0,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-1,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-7,-8,-8,-9,-9,-10,-10,-11,-12,-12,-13,-14,-14,-15,-16,-16,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-29,-30,-32,-34,-37,-39,-43,-47,-53,-62
-0,1,2,2,2,2,2,2,1,1,1,0,0,-0,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-6,-6,-7,-7,-8,-8,-9,-9,-10,-10,-11,-12,-12,-13,-14,-14,-15,-16,-17,-17,-18,-19,-20,-21,-22,-23,-25,-26,-28,-29,-31,-34,-36,-39,-43,-49,-58
-1,1,2,2,2,2,2,2,2,1,1,1,1,0,0,-0,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-7,-7,-8,-8,-9,-10,-10,-11,-11,-12,-13,-13,-14,-15,-16,-16,-17,-18,-19,-20,-21,-23,-24,-25,-27,-29,-31,-34,-37,-40,-46,-55
-2,0,1,2,2,2,2,2,2,2,1,1,1,1,0,0,-0,-0,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-5,-5,-5,-6,-6,-7,-7,-8,-8,-9,-9,-10,-11,-11,-12,-13,-13,-14,-15,-16,-17,-18,-19,-20,-21,-22,-23,-25,-27,-29,-31,-34,-38,-43,-52
-3,-0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,-0,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-5,-5,-5,-6,-6,-7,-7,-8,-8,-9,-9,-10,-11,-11,-12,-13,-14,-14,-15,-16,-17,-18,-19,-20,-22,-23,-25,-27,-29,-32,-36,-41,-50
-4,-1,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,-0,-0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-6,-6,-6,-7,-7,-8,-9,-9,-10,-10,-11,-12,-12,-13,-14,-15,-16,-17,-18,-19,-20,-22,-23,-25,-28,-30,-34,-39,-48
-5,-2,-0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,-0,-0,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-4,-5,-5,-6,-6,-7,-7,-8,-8,-9,-9,-10,-11,-11,-12,-13,-14,-15,-16,-17,-18,-19,-20,-22,-24,-26,-29,-32,-37,-46
