4,3,1,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,-30,-31,-32,-33,-34,-36,-37,-38,-39,-41,-42,-44,-45,-47,-48,-50,-52,-54,-56,-58,-60,-63,-66,-69,-73,-77,-82,-89,-98,-113
3,3,3,2,1,0,-0,-1,-2,-3,-3,-4,-5,-6,-6,-7,-8,-9,-9,-10,-11,-12,-12,-13,-14,-15,-15,-16,-17,-18,-19,-20,-21,-21,-22,-23,-24,-25,-26,-27,-28,-29,-31,-32,-33,-34,-36,-37,-39,-40,-42,-44,-45,-47,-50,-52,-55,-58,-61,-65,-70,-76,-84,-98
1,3,3,2,2,2,1,0,-0,-1,-1,-2,-3,-3,-4,-4,-5,-6,-6,-7,-8,-8,-9,-10,-10,-11,-12,-12,-13,-14,-15,-16,-16,-17,-18,-19,-20,-21,-22,-22,-23,-24,-26,-27,-28,-29,-30,-31,-33,-34,-36,-37,-39,-41,-43,-45,-48,-51,-54,-58,-62,-68,-76,-89
0,2,2,2,2,2,2,1,1,0,-0,-1,-1,-2,-2,-3,-3,-4,-4,-5,-6,-6,-7,-7,-8,-9,-9,-10,-11,-11,-12,-13,-13,-14,-15,-16,-17,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-28,-29,-30,-32,-33,-35,-37,-39,-41,-43,-46,-49,-52,-57,-62,-70,-82
-1,1,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-2,-3,-3,-4,-4,-5,-5,-6,-6,-7,-7,-8,-9,-9,-10,-11,-11,-12,-13,-13,-14,-15,-16,-17,-17,-18,-19,-20,-21,-22,-23,-25,-26,-27,-28,-30,-31,-33,-35,-37,-39,-42,-45,-48,-52,-58,-65,-77
-2,0,2,2,2,2,2,2,2,1,1,1,0,0,-0,-1,-1,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-7,-7,-8,-8,-9,-10,-10,-11,-12,-12,-13,-14,-15,-15,-16,-17,-18,-19,-20,-21,-22,-23,-24,-26,-27,-29,-30,-32,-34,-36,-39,-41,-45,-49,-54,-61,-73
-3,-0,1,2,2,2,2,2,2,2,1,1,1,1,0,-0,-1,-1,-1,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-8,-8,-9,-9,-10,-11,-11,-12,-13,-14,-14,-15,-16,-17,-18,-19,-20,-21,-22,-24,-25,-26,-28,-30,-31,-34,-36,-39,-42,-46,-51,-58,-69
-4,-1,0,1,2,2,2,2,2,2,2,1,1,1,1,0,-0,-0,-1,-1,-1,-2,-2,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-8,-8,-9,-9,-10,-11,-11,-12,-13,-14,-14,-15,-16,-17,-18,-19,-20,-22,-23,-24,-26,-27,-29,-31,-34,-36,-39,-43,-48,-55,-66
-5,-2,-0,1,1,2,2,2,2,2,2,2,1,1,1,1,0,0,-0,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-5,-5,-5,-6,-7,-7,-8,-8,-9,-9,-10,-11,-12,-12,-13,-14,-15,-16,-17,-18,-19,-20,-21,-22,-24,-26,-27,-29,-31,-34,-37,-41,-45,-52,-63
-6,-3,-1,0,1,1,2,2,2,2,2,2,1,1,1,1,1,0,0,-0,-0,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-5,-5,-6,-6,-7,-7,-8,-8,-9,-10,-10,-11,-12,-13,-13,-14,-15,-16,-17,-18,-20,-21,-22,-24,-26,-27,-30,-32,-35,-39,-43,-50,-60
