4,3,1,-0,-1,-3,-4,-5,-7,-8,-10,-12,-14,-17,-20,-27
3,3,2,1,1,-0,-1,-2,-3,-4,-5,-7,-9,-11,-15,-20
1,2,2,2,1,1,0,-1,-1,-2,-3,-5,-6,-8,-11,-17
-0,1,2,2,1,1,1,0,-0,-1,-2,-3,-4,-6,-9,-14
-1,1,1,1,1,1,1,1,0,-0,-1,-2,-3,-5,-7,-12
-3,-0,1,1,1,1,1,1,1,0,-0,-1,-2,-3,-5,-10
-4,-1,0,1,1,1,1,1,1,1,0,-0,-1,-2,-4,-8
-5,-2,-1,0,1,1,1,1,1,1,1,0,-0,-1,-3,-7
-7,-3,-1,-0,0,1,1,1,1,1,1,1,0,-1,-2,-5
-8,-4,-2,-1,-0,0,1,1,1,1,1,1,1,0,-1,-4
-10,-5,-3,-2,-1,-0,0,1,1,1,1,1,1,1,-0,-3
-12,-7,-5,-3,-2,-1,-0,0,1,1,1,1,1,1,1,-1
-14,-9,-6,-4,-3,-2,-1,-0,0,1,1,1,2,2,1,-0
-17,-11,-8,-6,-5,-3,-2,-1,-1,0,1,1,2,2,2,1
-20,-15,-11,-9,-7,-5,-4,-3,-2,-1,-0,1,1,2,3,3
-27,-20,-17,-14,-12,-10,-8,-7,-5,-4,-3,-1,-0,1,3,4
