3,2,1,1,0,0,-0,-1,-1,-1,-2,-2,-3,-4,-4,-6
2,1,1,1,1,0,0,-0,-0,-1,-1,-1,-2,-2,-3,-4
1,1,1,1,1,0,0,0,-0,-0,-1,-1,-1,-2,-2,-4
1,1,1,1,1,0,0,0,0,-0,-0,-1,-1,-1,-2,-3
0,1,1,1,0,0,0,0,0,-0,-0,-0,-1,-1,-1,-2
0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-1,-1,-2
-0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-1,-1
-1,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-1
-1,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-1
-1,-1,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,-0
-2,-1,-1,-0,-0,-0,0,0,0,0,0,0,0,0,0,0
-2,-1,-1,-1,-0,-0,-0,0,0,0,0,0,1,1,1,0
-3,-2,-1,-1,-1,-0,-0,0,0,0,0,1,1,1,1,1
-4,-2,-2,-1,-1,-1,-0,-0,0,0,0,1,1,1,1,1
-4,-3,-2,-2,-1,-1,-1,-0,-0,0,0,1,1,1,1,2
-6,-4,-4,-3,-2,-2,-1,-1,-1,-0,0,0,1,1,2,3
