3,2,1,1,0,-0,-1,-1,-2,-2,-3,-4,-4,-5,-7,-9
2,2,1,1,1,0,0,-0,-1,-1,-2,-2,-3,-3,-5,-7
1,1,1,1,1,1,0,0,-0,-1,-1,-1,-2,-3,-3,-5
1,1,1,1,1,1,0,0,-0,-0,-1,-1,-1,-2,-3,-4
0,1,1,1,1,1,0,0,0,-0,-0,-1,-1,-1,-2,-4
-0,0,1,1,1,1,0,0,0,0,-0,-0,-1,-1,-2,-3
-1,0,0,0,0,0,0,0,0,0,0,-0,-0,-1,-1,-2
-1,-0,0,0,0,0,0,0,0,0,0,0,-0,-0,-1,-2
-2,-1,-0,-0,0,0,0,0,0,0,0,0,0,0,-0,-1
-2,-1,-1,-0,-0,0,0,0,0,0,0,0,0,0,0,-1
-3,-2,-1,-1,-0,-0,0,0,0,0,1,1,1,1,0,-0
-4,-2,-1,-1,-1,-0,-0,0,0,0,1,1,1,1,1,0
-4,-3,-2,-1,-1,-1,-0,-0,0,0,1,1,1,1,1,1
-5,-3,-3,-2,-1,-1,-1,-0,0,0,1,1,1,1,1,1
-7,-5,-3,-3,-2,-2,-1,-1,-0,0,0,1,1,1,2,2
-9,-7,-5,-4,-4,-3,-2,-2,-1,-1,-0,0,1,1,2,3
