4,2,1,1,0,-1,-1,-2,-2,-3,-4,-5,-6,-7,-9,-12
2,2,2,1,1,0,-0,-1,-1,-2,-2,-3,-4,-5,-6,-9
1,2,1,1,1,1,0,-0,-0,-1,-1,-2,-2,-3,-5,-7
1,1,1,1,1,1,0,0,-0,-0,-1,-1,-2,-2,-4,-6
0,1,1,1,1,1,1,0,0,-0,-0,-1,-1,-2,-3,-5
-1,0,1,1,1,1,1,1,0,0,-0,-0,-1,-1,-2,-4
-1,-0,0,0,1,1,1,1,0,0,0,-0,-0,-1,-2,-3
-2,-1,-0,0,0,1,1,1,1,0,0,0,-0,-0,-1,-2
-2,-1,-0,-0,0,0,0,1,1,1,1,0,0,-0,-1,-2
-3,-2,-1,-0,-0,0,0,0,1,1,1,1,0,0,-0,-1
-4,-2,-1,-1,-0,-0,0,0,1,1,1,1,1,1,0,-1
-5,-3,-2,-1,-1,-0,-0,0,0,1,1,1,1,1,1,0
-6,-4,-2,-2,-1,-1,-0,-0,0,0,1,1,1,1,1,1
-7,-5,-3,-2,-2,-1,-1,-0,-0,0,1,1,1,1,2,1
-9,-6,-5,-4,-3,-2,-2,-1,-1,-0,0,1,1,2,2,2
-12,-9,-7,-6,-5,-4,-3,-2,-2,-1,-1,0,1,1,2,4
